ship_mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Total,Quantity,Discount,Profit,Rating,Time
Standard Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Paper,14.94,3,0,7.0218,9.1,20:02
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Furnishings,39.96,2,0,17.1828,8.7,9:37
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Chairs,42.624,2,0.2,4.2624,5,19:04
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Chairs,220.96,1,0.2,24.858,7.5,10:14
Second Class,Corporate,United States,Fayetteville,North Carolina,28314,South,Furniture,Furnishings,4.928,2,0.2,0.7392,8.2,10:34
Second Class,Corporate,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Binders,7.23,5,0.7,-5.784,6.7,19:14
Standard Class,Corporate,United States,Los Angeles,California,90045,West,Office Supplies,Storage,323.1,2,0,61.389,5.4,12:13
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,19.04,4,0,9.3296,7,19:29
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,13.128,3,0.2,4.2666,4.7,10:01
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Art,64.14,3,0,16.6764,5,16:44
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,858.24,4,0.1,143.04,5,18:13
Standard Class,Consumer,United States,Hot Springs,Arkansas,71901,South,Technology,Accessories,29.99,1,0,2.999,6,12:41
First Class,Consumer,United States,Aurora,Illinois,60505,Central,Office Supplies,Paper,186.048,6,0.2,67.4424,6.3,12:56
Second Class,Home Office,United States,Raleigh,North Carolina,27604,South,Technology,Phones,36.792,1,0.2,4.1391,8.5,10:10
Second Class,Home Office,United States,Raleigh,North Carolina,27604,South,Furniture,Furnishings,18.624,8,0.2,6.2856,7.5,16:58
Second Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Furniture,Furnishings,57.69,3,0,23.6529,6.4,10:29
Second Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Binders,42.81,3,0,20.1207,4.7,18:35
Second Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Paper,12.96,2,0,6.2208,6,10:20
Second Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Furniture,Furnishings,821.88,6,0,213.6888,4,17:06
Second Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Technology,Phones,104.85,3,0,28.3095,5.5,12:24
Standard Class,Corporate,United States,Hesperia,California,92345,West,Furniture,Bookcases,424.9575,5,0.15,19.998,8.7,14:22
Second Class,Corporate,United States,Provo,Utah,84604,West,Office Supplies,Binders,10.776,3,0.2,3.5022,7.4,18:36
Second Class,Corporate,United States,Provo,Utah,84604,West,Office Supplies,Binders,11.784,3,0.2,4.2717,5.6,10:59
Second Class,Corporate,United States,Provo,Utah,84604,West,Office Supplies,Paper,164.88,3,0,80.7912,6.3,12:01
Second Class,Corporate,United States,Provo,Utah,84604,West,Furniture,Bookcases,1292.94,3,0,77.5764,7.1,12:40
Second Class,Corporate,United States,Provo,Utah,84604,West,Office Supplies,Binders,25.584,2,0.2,8.9544,7.8,9:28
Second Class,Corporate,United States,Provo,Utah,84604,West,Office Supplies,Storage,261.74,2,0,65.435,9.9,13:04
Second Class,Corporate,United States,Provo,Utah,84604,West,Office Supplies,Labels,14.4,5,0,7.056,7.3,20:01
Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Envelopes,10.86,3,0,5.1042,5.1,13:46
Standard Class,Corporate,United States,Gilbert,Arizona,85234,West,Furniture,Chairs,883.84,4,0.2,99.432,9.4,20:00
Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Phones,1979.89,11,0,494.9725,5.8,17:05
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Envelopes,79.96,2,0,35.982,8,11:34
First Class,Home Office,United States,Springfield,Missouri,65807,Central,Office Supplies,Binders,8.76,2,0,4.2048,7.9,11:49
First Class,Consumer,United States,Memphis,Tennessee,38109,South,Office Supplies,Labels,3.984,1,0.2,1.2948,5.9,17:41
First Class,Consumer,United States,Memphis,Tennessee,38109,South,Furniture,Tables,370.62,3,0.4,-142.071,4.9,9:12
First Class,Consumer,United States,Memphis,Tennessee,38109,South,Office Supplies,Binders,2.742,2,0.7,-2.0108,9.3,12:11
Same Day,Consumer,United States,Amarillo,Texas,79109,Central,Technology,Accessories,79.512,3,0.2,20.8719,7.9,10:42
Same Day,Consumer,United States,Amarillo,Texas,79109,Central,Office Supplies,Paper,28.352,1,0.2,9.5688,5.9,15:57
Standard Class,Home Office,United States,Los Angeles,California,90045,West,Furniture,Chairs,40.784,1,0.2,4.5882,9.9,19:09
Standard Class,Home Office,United States,Los Angeles,California,90045,West,Office Supplies,Appliances,105.96,4,0,29.6688,7.7,9:21
Second Class,Corporate,United States,Lowell,Massachusetts,1852,East,Office Supplies,Paper,166.44,3,0,79.8912,7.6,16:32
Second Class,Corporate,United States,Lowell,Massachusetts,1852,East,Furniture,Chairs,785.88,6,0,212.1876,7.7,11:38
Second Class,Corporate,United States,Lowell,Massachusetts,1852,East,Office Supplies,Paper,26.2,2,0,12.838,6.4,15:28
Second Class,Corporate,United States,Lowell,Massachusetts,1852,East,Office Supplies,Storage,1325.85,5,0,238.653,4.4,19:28
Same Day,Consumer,United States,San Diego,California,92024,West,Office Supplies,Paper,166.44,3,0,79.8912,4.1,12:21
Standard Class,Consumer,United States,Asheville,North Carolina,28806,South,Office Supplies,Art,8.76,5,0.2,0.7665,4.4,11:10
Standard Class,Consumer,United States,Asheville,North Carolina,28806,South,Office Supplies,Appliances,43.584,1,0.2,4.3584,5.5,20:52
Same Day,Consumer,United States,Pueblo,Colorado,81001,West,Office Supplies,Binders,11.088,7,0.7,-8.1312,4,10:33
Same Day,Consumer,United States,Pueblo,Colorado,81001,West,Office Supplies,Binders,25.164,2,0.7,-16.776,9.3,19:04
Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Office Supplies,Binders,14.4,5,0,7.056,4.8,15:14
Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Technology,Accessories,619.95,5,0,111.591,4.6,15:21
Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Office Supplies,Binders,89.52,4,0,42.0744,7.3,20:01
Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Technology,Machines,350.973,3,0.1,152.0883,6,10:50
Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Technology,Phones,164.99,1,0,49.497,8.1,17:37
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Binders,312.552,9,0.2,101.5794,9.4,19:07
Standard Class,Consumer,United States,Thomasville,North Carolina,27360,South,Office Supplies,Envelopes,95.952,3,0.2,29.985,6.5,20:54
Standard Class,Consumer,United States,Thomasville,North Carolina,27360,South,Office Supplies,Binders,3.204,2,0.7,-2.4564,7,15:18
First Class,Consumer,United States,Peoria,Illinois,61604,Central,Office Supplies,Binders,3.98,5,0.8,-6.567,7.1,19:42
First Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Paper,15.7,5,0,7.065,6.6,18:57
First Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Art,5.248,4,0.2,1.64,4.9,18:09
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,5.346,3,0.7,-4.455,6.4,17:51
Standard Class,Consumer,United States,Englewood,Colorado,80112,West,Office Supplies,Paper,15.48,3,0.2,5.6115,8,11:28
Standard Class,Consumer,United States,Englewood,Colorado,80112,West,Technology,Phones,108.576,3,0.2,8.1432,4.3,18:06
Standard Class,Corporate,United States,Seattle,Washington,98115,West,Furniture,Furnishings,109.9,5,0,37.366,6.1,9:41
Standard Class,Consumer,United States,Hialeah,Florida,33012,South,Furniture,Furnishings,15.384,1,0.2,4.0383,7.5,18:38
First Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Paper,30.352,2,0.2,10.6232,6.7,18:18
Standard Class,Home Office,United States,Jacksonville,Florida,32216,South,Technology,Machines,821.3,4,0.5,-16.426,5.2,14:14
Standard Class,Home Office,United States,Jacksonville,Florida,32216,South,Technology,Machines,22638.48,6,0.5,-1811.0784,8.8,17:31
Standard Class,Home Office,United States,Jacksonville,Florida,32216,South,Office Supplies,Paper,21.376,4,0.2,7.4816,9.5,17:58
Standard Class,Home Office,United States,Jacksonville,Florida,32216,South,Office Supplies,Art,8.016,3,0.2,1.002,7.6,13:11
Standard Class,Home Office,United States,Jacksonville,Florida,32216,South,Furniture,Furnishings,30.768,2,0.2,8.0766,6.6,10:20
Standard Class,Home Office,United States,Jacksonville,Florida,32216,South,Office Supplies,Fasteners,18.936,3,0.2,5.9175,6.9,19:24
Standard Class,Home Office,United States,Jacksonville,Florida,32216,South,Furniture,Furnishings,122.352,3,0.2,15.294,4.3,20:13
Standard Class,Consumer,United States,Baltimore,Maryland,21215,East,Office Supplies,Paper,116.28,3,0,56.9772,7.8,13:03
Second Class,Consumer,United States,New York City,New York,10009,East,Technology,Accessories,132.6,6,0,17.238,8,19:25
Standard Class,Home Office,United States,Carlsbad,New Mexico,88220,West,Office Supplies,Supplies,16.68,2,0,4.3368,9.6,17:38
Standard Class,Home Office,United States,Carlsbad,New Mexico,88220,West,Office Supplies,Paper,19.44,3,0,9.3312,4.3,14:04
Standard Class,Home Office,United States,Carlsbad,New Mexico,88220,West,Office Supplies,Paper,192.16,4,0,92.2368,5,13:04
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Furniture,Furnishings,227.36,7,0,81.8496,9.2,16:24
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Technology,Machines,1919.976,3,0.2,215.9973,6.3,10:14
Standard Class,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Binders,12.828,2,0.7,-8.9796,8.9,17:36
First Class,Corporate,United States,Lakewood,Ohio,44107,East,Furniture,Furnishings,45.888,4,0.2,9.1776,7.6,20:01
Second Class,Consumer,United States,Troy,New York,12180,East,Office Supplies,Art,60.12,9,0,22.2444,4.8,16:36
Standard Class,Consumer,United States,Wilmington,North Carolina,28403,South,Technology,Phones,302.376,3,0.2,37.797,9.1,11:09
Standard Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Art,13.9,5,0,5.56,6.1,13:54
Standard Class,Corporate,United States,New York City,New York,10024,East,Technology,Phones,129.98,2,0,62.3904,9.1,12:00
Standard Class,Home Office,United States,Columbus,Georgia,31907,South,Technology,Accessories,71.98,2,0,15.1158,8.3,11:48
Standard Class,Consumer,United States,New York City,New York,10024,East,Technology,Phones,377.97,3,0,109.6113,7.2,14:13
Standard Class,Consumer,United States,Costa Mesa,California,92627,West,Office Supplies,Storage,124.36,2,0,33.5772,6,13:09
Second Class,Consumer,United States,Houston,Texas,77095,Central,Furniture,Furnishings,23.976,3,0.6,-14.3856,8.5,13:10
Second Class,Corporate,United States,Cary,North Carolina,27511,South,Office Supplies,Fasteners,8.376,3,0.2,2.7222,6.6,16:53
Second Class,Corporate,United States,Cary,North Carolina,27511,South,Office Supplies,Appliances,58.24,5,0.2,5.096,4.5,12:11
Second Class,Consumer,United States,Alexandria,Virginia,22304,South,Office Supplies,Storage,81.2,5,0,12.18,8.1,20:42
Standard Class,Consumer,United States,Vallejo,California,94591,West,Office Supplies,Labels,14.45,5,0,6.7915,7.2,14:08
Standard Class,Consumer,United States,Vallejo,California,94591,West,Office Supplies,Binders,95.648,2,0.2,31.0856,6.1,20:06
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Phones,359.97,5,0.4,-71.994,7.1,19:59
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Tables,350.352,4,0.4,-140.1408,5.1,18:42
First Class,Consumer,United States,Toledo,Ohio,43615,East,Office Supplies,Binders,1.641,1,0.7,-1.3128,7.9,9:09
First Class,Consumer,United States,Toledo,Ohio,43615,East,Technology,Phones,629.958,7,0.4,94.4937,7.4,12:39
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Art,6.63,3,0,1.7901,7.4,12:31
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Technology,Accessories,799.96,4,0,343.9828,6.6,20:13
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Furniture,Furnishings,107.53,1,0,21.506,5.9,11:42
Standard Class,Consumer,United States,Plainfield,New Jersey,7060,East,Technology,Phones,73.98,2,0,19.9746,8.9,11:03
Standard Class,Consumer,United States,Plainfield,New Jersey,7060,East,Office Supplies,Art,5.58,1,0,2.1762,6.8,20:20
Second Class,Consumer,United States,Las Cruces,New Mexico,88001,West,Office Supplies,Paper,49.12,4,0,23.0864,9.3,14:16
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Technology,Phones,377.97,3,0,94.4925,4.4,11:05
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,Paper,42.28,7,0,19.8716,4.8,20:18
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Furniture,Bookcases,299.97,3,0,56.9943,9.5,9:19
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Technology,Phones,89.98,2,0,43.1904,8.9,12:02
First Class,Corporate,United States,Hoover,Alabama,35244,South,Office Supplies,Supplies,477.24,4,0,9.5448,6.4,12:16
First Class,Corporate,United States,Hoover,Alabama,35244,South,Technology,Accessories,25.98,2,0,1.5588,6,9:33
Second Class,Consumer,United States,Newark,Ohio,43055,East,Office Supplies,Envelopes,46.72,5,0.2,17.52,8.1,12:55
Standard Class,Consumer,United States,San Diego,California,92037,West,Furniture,Furnishings,35.34,2,0,13.4292,9,9:42
Second Class,Corporate,United States,San Francisco,California,94122,West,Furniture,Furnishings,257.64,6,0,100.4796,6,15:27
Second Class,Corporate,United States,San Francisco,California,94122,West,Technology,Phones,125.976,3,0.2,47.241,9.8,18:14
Second Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Technology,Accessories,79.992,1,0.2,21.9978,8.5,9:11
Standard Class,Consumer,United States,Franklin,Massachusetts,2038,East,Furniture,Tables,700.056,3,0.3,-130.0104,8.8,20:00
Standard Class,Home Office,United States,Frisco,Texas,75034,Central,Technology,Accessories,27.168,4,0.2,-1.3584,8.8,11:30
Standard Class,Consumer,United States,Tallahassee,Florida,32303,South,Office Supplies,Binders,8.226,3,0.7,-6.0324,9.5,12:08
Standard Class,Consumer,United States,Seattle,Washington,98115,West,Furniture,Chairs,585.552,3,0.2,73.194,5.6,14:11
Second Class,Consumer,United States,Vacaville,California,95687,West,Office Supplies,Storage,423.28,11,0,110.0528,8.6,10:54
Standard Class,Consumer,United States,Los Angeles,California,90008,West,Furniture,Chairs,225.296,2,0.2,22.5296,5.2,15:03
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Art,5.56,2,0,2.224,5.8,19:57
Standard Class,Consumer,United States,San Francisco,California,94122,West,Technology,Accessories,323.37,3,0,129.348,8,12:58
Standard Class,Consumer,United States,San Francisco,California,94122,West,Technology,Phones,783.96,5,0.2,68.5965,9,9:59
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Appliances,1447.65,5,0,419.8185,4.1,13:44
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Paper,11.96,2,0,5.8604,8.6,14:27
Second Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,239.97,3,0,71.991,7,18:49
Standard Class,Home Office,United States,Columbus,Georgia,31907,South,Furniture,Furnishings,76.92,4,0,31.5372,8.4,18:36
Standard Class,Home Office,United States,Columbus,Georgia,31907,South,Office Supplies,Storage,481.32,4,0,125.1432,7.4,10:22
First Class,Home Office,United States,Murray,Utah,84107,West,Office Supplies,Paper,48.4,5,0,23.232,6.2,20:27
First Class,Home Office,United States,San Francisco,California,94110,West,Technology,Accessories,0.99,1,0,0.4356,4.9,19:04
First Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Binders,101.84,5,0.2,36.917,4.5,15:01
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,10.332,3,0.7,-7.5768,5.6,16:28
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,31.155,5,0.7,-23.8855,8,13:07
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,8.928,2,0.2,0.6696,5.6,17:28
First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Appliances,34.384,1,0.2,3.8682,4.2,16:53
First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Appliances,1924.16,8,0.2,312.676,9.9,13:44
Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Appliances,32.192,2,0.8,-80.48,7.6,19:30
Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Technology,Accessories,50.12,7,0.2,-0.6265,6.6,16:59
Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Technology,Accessories,47.976,3,0.2,1.7991,4.7,15:14
